database,subject_id,New_Key,Lake,County,Township,Range,Section,lat,long,URL 4 (front),URL 8 (back),day,month,month.cat,year,doy
Cards,84931956,55-17,Mary,Menominee,35N,28W,3,45.45249,-87.75704,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/Menominee_Mary_MORT_010.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/MORT/double/a_first/Menominee_Mary_MORT_011.jpg,7,4,04.April,1986,97
Notes,32,68-209,Bass Lake,OSCOD,28N,04E,18,44.82666,-84.00121,,,12,12,12.December,2011,346
Notes,14,26-3,Wixom Lake,GLADW,16N,01E,4,43.817,-84.38478,,,29,4,04.April,2013,119
Notes,1,56-14,Sanford Lake,MIDLA,15N,01W,24,43.67693,-84.38009,,,7,5,05.May,2013,127
Notes,207,44-283,Cedar Lake,LAPEE,08N,11E,8,43.12555,-83.20565,,,17,3,03.March,2014,76
Notes,212,Sep-50,Tobico Marsh Lake,BAY,15N,05E,30,43.69328,-83.93324,,,7,4,04.April,2014,97
Notes,217,18-57,Big Mud Lake,CLARE,17N,06W,6,43.90027,-85.07426,,,29,4,04.April,2014,119
Notes,214,18-9,Otter Lake,CLARE,17N,04W,18,43.85971,-84.84287,,,15,4,04.April,2014,105
Notes,218,29-246,Half Moon Lake,GRATI,12N,04W,5,43.4561,-84.82371,,,29,4,04.April,2014,119
Notes,216,35-109,Indian Lake,IOSCO,23N,06E,36,44.34721,-83.64954,,,29,4,04.April,2014,119
Notes,230,36-456,Smoky Lake,IRON,43N,37W,28,46.09554,-88.94176,,,22,5,05.May,2014,142
Notes,221,16-59,Wildwood Lake,CHEBO,33N,02W,21,45.23205,-84.55708,,,7,5,05.May,2014,127
Notes,227,26-64,Lake Lancer,GLADW,20N,01W,21,44.10728,-84.45084,,,6,6,06.June,2014,157
Notes,268,18-57,Big Mud Lake,CLARE,17N,06W,6,43.90027,-85.07426,,,24,10,10.October,2014,297
Notes,262,65-122,Lodge Lake,OGEMA,23N,03E,1,44.40736,-84.01225,,,8,10,10.October,2014,281
Notes,261,65-121,Grebe Lake,OGEMA,23N,04E,7,44.40332,-84.00565,,,8,10,10.October,2014,281
Notes,302,23-Apr,Mud Lake,ALPEN,31N,08E,32,45.04443,-83.48343,,,16,4,04.April,2015,106
Notes,304,44-283,Cedar Lake,LAPEE,08N,11E,8,43.12555,-83.20565,,,29,4,04.April,2015,119
Notes,311,35-97,Little Long Lake,IOSCO,23N,05E,5,44.40565,-83.86353,,,1,6,06.June,2015,152
Notes,360,54-232,Chippewa Lake,MECOS,16N,08W,29,43.75443,-85.29815,,,9,6,06.June,2016,161
Notes,365,36-1353,Shank Lake,IRON,46N,33W,1,46.40443,-88.36177,,,1,8,08.August,2016,214
Notes,391,63-1221,Lake Orion,OAKLA,04N,10E,11,42.78055,-83.2487,,,24,7,07.July,2017,205
Notes,416,26-15,Molasses River Flooding #3,GLADW,18N,02E,11,43.94946,-84.18694,,,5,3,03.March,2018,64
Notes,452,35-96,Long Lake,IOSCO,23N,05E,5,44.41499,-83.85399,,,29,4,04.April,2018,119
Notes,418,44-159,Lake Nepessing,LAPEE,07N,09E,14,43.01749,-83.37176,,,3,5,05.May,2018,123
Notes,450,35-105,West Londo Lake,IOSCO,23N,05E,30,44.35416,-83.87926,,,28,8,08.August,2018,240
Notes,451,35-104,Londo Lake,IOSCO,23N,05E,31,44.3486,-83.86954,,,28,8,08.August,2018,240
Notes,474,27-Jun,Forest Lake,ARENA,20N,03E,24,44.11978,-84.05444,,,13,7,07.July,2019,194
